"","Day","Station","Hour","Mean","Variance"
"442","Weekday","Buendia",5,68.1625230769231,2.73190454454455
"443","Weekday","Buendia",6,219.981534615385,13.6425542317317
"444","Weekday","Buendia",7,294.275053846154,22.610037194058
"445","Weekday","Buendia",8,275.743876923077,19.875508667484
"446","Weekday","Buendia",9,273.419834615385,18.7975534165971
"447","Weekday","Buendia",10,323.147053846154,32.9153943476613
"448","Weekday","Buendia",11,355.057107692308,41.9434133082195
"449","Weekday","Buendia",12,402.127242307692,51.6394581876403
"450","Weekday","Buendia",13,396.594738461538,54.957930068767
"451","Weekday","Buendia",14,496.213511538462,86.1276498070704
"452","Weekday","Buendia",15,645.813869230769,145.676121635896
"453","Weekday","Buendia",16,780.229961538462,242.265774945063
"454","Weekday","Buendia",17,881.754796153846,404.676814743604
"455","Weekday","Buendia",18,819.115846153846,388.870231053539
"456","Weekday","Buendia",19,696.644976923077,275.10237258507
"457","Weekday","Buendia",20,544.992176923077,194.689922094343
"458","Weekday","Buendia",21,424.515734615385,111.409180759443
"459","Weekday","Buendia",22,56.7474923076923,3.69220692432077
"460","Weekday","Buendia",23,0.0672153846153846,0.00436166083243006
"461","Weekday","Ayala Ave",4,1.04224615384615,0.0168417492048261
"462","Weekday","Ayala Ave",5,219.763842307692,26.9408969649975
"463","Weekday","Ayala Ave",6,684.4417,132.569311812345
"464","Weekday","Ayala Ave",7,914.548661538461,211.067513266166
"465","Weekday","Ayala Ave",8,769.893873076923,135.531060784912
"466","Weekday","Ayala Ave",9,718.283923076923,106.221612168381
"467","Weekday","Ayala Ave",10,722.739596153846,99.7396326500317
"468","Weekday","Ayala Ave",11,801.329253846154,113.235561697259
"469","Weekday","Ayala Ave",12,940.720576923077,183.508706568995
"470","Weekday","Ayala Ave",13,1034.86648846154,233.749720114064
"471","Weekday","Ayala Ave",14,1323.39309615385,360.247553188914
"472","Weekday","Ayala Ave",15,1793.85495384615,632.487699046029
"473","Weekday","Ayala Ave",16,2055.14663846154,1092.85125901233
"474","Weekday","Ayala Ave",17,2072.10004615385,1644.17617537443
"475","Weekday","Ayala Ave",18,2243.65528846154,2067.11274449561
"476","Weekday","Ayala Ave",19,2192.40337307692,1761.8332401021
"477","Weekday","Ayala Ave",20,2231.39409615385,1817.99109723296
"478","Weekday","Ayala Ave",21,2021.11535,1402.78339740508
"479","Weekday","Ayala Ave",22,166.441534615385,75.462345697754
"480","Weekday","Ayala Ave",23,0.632615384615385,0.386361651592421
"481","Weekday","Magallanes",4,0.241876923076923,0.00284769171538402
"482","Weekday","Magallanes",5,336.904861538462,45.3522656133056
"483","Weekday","Magallanes",6,1022.27220769231,253.236343043102
"484","Weekday","Magallanes",7,1236.79049615385,400.979521254376
"485","Weekday","Magallanes",8,1134.88517307692,333.108798324582
"486","Weekday","Magallanes",9,1020.15165,250.661757955574
"487","Weekday","Magallanes",10,916.753711538462,174.853611803742
"488","Weekday","Magallanes",11,906.903296153846,160.190713710027
"489","Weekday","Magallanes",12,987.100942307692,201.310327590534
"490","Weekday","Magallanes",13,959.791496153846,204.585859031798
"491","Weekday","Magallanes",14,1128.79034230769,285.424558165843
"492","Weekday","Magallanes",15,1415.27578461538,448.806270151571
"493","Weekday","Magallanes",16,1923.00205,991.135285713391
"494","Weekday","Magallanes",17,2341.84468461538,2151.84541443923
"495","Weekday","Magallanes",18,2256.93373461538,1965.50086468953
"496","Weekday","Magallanes",19,1914.86678461538,1518.52732201882
"497","Weekday","Magallanes",20,1426.41868461538,938.882838546179
"498","Weekday","Magallanes",21,922.371523076923,434.669969389271
"499","Weekday","Magallanes",22,106.974642307692,10.4917825421724
"500","Weekday","Magallanes",23,0.221415384615385,0.0473293023200716
"501","Weekday","Taft",4,0.00386153846153846,1.45409314640084e-05
"502","Weekday","Taft",5,1098.98562307692,491.344011724091
"503","Weekday","Taft",6,2966.54329615385,2699.13911205512
"504","Weekday","Taft",7,4127.39715384615,5736.5572461574
"505","Weekday","Taft",8,4033.59350769231,4631.55078724666
"506","Weekday","Taft",9,3557.94986923077,2768.59937953995
"507","Weekday","Taft",10,3000.24708846154,1480.44232445391
"508","Weekday","Taft",11,2873.53269230769,1074.68230144346
"509","Weekday","Taft",12,2940.44185384615,1275.40863265745
"510","Weekday","Taft",13,2851.49668846154,1312.56767026907
"511","Weekday","Taft",14,2919.9166,1308.26287465193
"512","Weekday","Taft",15,3057.31466923077,1290.60627546784
"513","Weekday","Taft",16,3664.30301153846,2111.51522442429
"514","Weekday","Taft",17,3875.96455,2997.42413567282
"515","Weekday","Taft",18,3526.69146538462,2614.66580431081
"516","Weekday","Taft",19,3131.14004230769,2039.11171651058
"517","Weekday","Taft",20,2512.65240769231,1338.61242784388
"518","Weekday","Taft",21,1707.46304615385,778.124523196806
"519","Weekday","Taft",22,53.1435307692308,27.5668235524874
"520","Weekday","Taft",23,0.185830769230769,0.0333387847018616
